id,standard,chapter_number,chapter_name,major_topic,subtopic,concept_tested,stem,option_a,option_b,option_c,option_d,correct_option,correct_answer_text,solution,formula_principle,common_misconception,difficulty,estimated_time,question_type,source_type,concept_family_id,family_size,syllabus_scope_status,generator_eligible_strict_cet,generator_eligible_extended_revision,review_status,syllabus_version,release_version
PHY-11-CH01-0053,11,1,Measurements,Significant Figures,Counting significant figures,Single significant digit,The number of significant figures in 0.0001 is,4,1,5,2,B,1,Only the digit 1 is significant; the leading zeros merely fix the decimal place.,Rules for significant figures,Counting the placeholder leading zeros as significant.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-d8f41f5d,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0054,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Multiplication rule,"The product 2.5 x 1.25, expressed to the correct number of significant figures, is",3.125,3.13,3.0,3.1,D,3.1,"2.5 x 1.25 = 3.125. The factor 2.5 has two significant figures, so the answer is rounded to 3.1.",Product keeps least significant figures,Reporting all calculator digits instead of limiting to the least significant figures.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-9c064508,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0055,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Addition rule,"The sum 12.11 + 8.5 + 1.013, to the correct number of decimal places, is",21.623,21.6,21.62,22,B,21.6,"12.11 + 8.5 + 1.013 = 21.623. The least precise term 8.5 has one decimal place, so the answer is 21.6.",Sum keeps least decimal places,Applying the significant-figure (product) rule instead of the decimal-place (sum) rule.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-7fba6d7b,3,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0056,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Division rule,"The quotient 5.74 / 2.0, to the correct number of significant figures, is",2.9,2.87,2.870,3.0,A,2.9,"5.74 / 2.0 = 2.87. The divisor 2.0 has two significant figures, so the answer is 2.9.",Quotient keeps least significant figures,Keeping three significant figures because the dividend has three.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-9c064508,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0057,11,1,Measurements,Significant Figures,Rounding off,Round to three figures,The number 4.567 rounded to three significant figures is,4.56,4.5,4.6,4.57,D,4.57,"Dropping the 7 (greater than 5) rounds the 6 up to 7, giving 4.57.",Rounding rules,Rounding down when the dropped digit exceeds 5.,Medium,Under 30 seconds,Numerical,ORIGINAL,CF-933e3a22,3,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0058,11,1,Measurements,Significant Figures,Rounding off,Round-half-to-even (even preceding),"Using the rounding rule for a trailing 5, the number 2.745 rounded to three significant figures is",2.75,2.74,2.7,2.8,B,2.74,"When the digit to be dropped is exactly 5, the preceding digit is left unchanged if it is even. Here 4 is even, so 2.745 becomes 2.74.",Round half to even,"Always rounding a trailing 5 upward, ignoring the even-preceding-digit rule.",Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-933e3a22,3,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0059,11,1,Measurements,Significant Figures,Rounding off,Round-half-to-even (odd preceding),"Using the rounding rule for a trailing 5, the number 3.135 rounded to three significant figures is",3.13,3.1,3.2,3.14,D,3.14,"When the dropped digit is 5, an odd preceding digit is raised by one. Here 3 is odd, so 3.135 becomes 3.14.",Round half to even,Leaving the odd preceding digit unchanged when the dropped digit is 5.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-933e3a22,3,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0060,11,1,Measurements,Significant Figures,Counting significant figures,Scientific notation,The number of significant figures in 1.6 x 10^-19 is,3,19,2,21,C,2,In scientific notation only the mantissa digits count; 1.6 has 2 significant figures.,Significant figures in scientific notation,Counting the exponent as part of the significant figures.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-a50eee24,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0061,11,1,Measurements,Significant Figures,Counting significant figures,Measured value zeros,A mass is recorded as 5.00 kg. The number of significant figures in this value is,1,3,2,4,B,3,"The trailing zeros after the decimal point indicate measured precision, so 5.00 has 3 significant figures.",Significant figures in measurements,Discarding trailing zeros that actually convey measurement precision.,Medium,Under 30 seconds,Direct Concept,ORIGINAL,CF-2de2892f,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0062,11,1,Measurements,Significant Figures,Counting significant figures,Identify four figures,Which of the following numbers has exactly four significant figures?,0.0025,250,2.5 x 10^2,2.500,D,2.500,"In 2.500 the trailing zeros after the decimal are significant, giving four significant figures.",Rules for significant figures,Assuming 0.0025 has four figures by counting the leading zeros.,Medium,30 to 60 seconds,Comparison Based,ORIGINAL,CF-71f2f6a5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0063,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Area to correct figures,The length and breadth of a plate are 2.53 cm and 1.27 cm. Its area to the correct number of significant figures is,3.21 cm^2,3.2131 cm^2,3.213 cm^2,3.2 cm^2,A,3.21 cm^2,"Area = 2.53 x 1.27 = 3.2131 cm^2. Both factors have three significant figures, so the answer is 3.21 cm^2.",Product keeps least significant figures,Reporting the full product without rounding to three significant figures.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-84d7f9f4,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0064,11,1,Measurements,Significant Figures,Counting significant figures,Zeros within a number,The number of significant figures in 0.00204 is,5,3,4,2,B,3,"Leading zeros do not count, but the zero between 2 and 4 does, giving 3 significant figures.",Rules for significant figures,Either counting leading zeros or dropping the significant embedded zero.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-fd72a4b5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0065,11,1,Measurements,Significant Figures,Rules,Trailing zeros with decimal point,Trailing zeros in a number that contains a decimal point are,never significant,always significant,significant only if followed by a non-zero digit,significant only in scientific notation,B,always significant,"A decimal point signals that trailing zeros are meaningful measured digits, so they are significant.",Rules for significant figures,Treating trailing zeros as mere placeholders even with a decimal point present.,Easy,Under 30 seconds,Statement Based,ORIGINAL,CF-766aa074,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0066,11,1,Measurements,Significant Figures,Counting significant figures,Energy value,The number of significant figures in the measured value 6.320 J is,3,5,2,4,D,4,"The digits 6, 3, 2 and the trailing 0 are all significant, giving 4.",Rules for significant figures,Dropping the significant trailing zero after the decimal point.,Medium,Under 30 seconds,Direct Concept,ORIGINAL,CF-852d0dbd,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0067,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Surface area of sphere,"The radius of a sphere is measured as 2.1 cm. Its surface area, to the correct number of significant figures, is (take pi = 3.14)",55 cm^2,55.4 cm^2,55.42 cm^2,56 cm^2,A,55 cm^2,"A = 4 x 3.14 x (2.1)^2 = 4 x 3.14 x 4.41 = 55.4 cm^2. With two significant figures in r, the answer is 55 cm^2.",A = 4 pi r^2,Keeping extra figures although the radius limits the result to two significant figures.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-0844f395,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0068,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Addition decimal places,"The sum 3.8 + 4.29, to the correct number of decimal places, is",8.09,8.090,8,8.1,D,8.1,"3.8 + 4.29 = 8.09. The term 3.8 has one decimal place, so the answer is 8.1.",Sum keeps least decimal places,Retaining two decimal places from 4.29 instead of rounding to one.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-7fba6d7b,3,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0069,11,1,Measurements,Significant Figures,Rules,Multiplication rule statement,"In multiplication or division, the number of significant figures in the result equals",the largest number of significant figures among the quantities,the least number of significant figures among the quantities,the sum of the significant figures of the quantities,the number of decimal places in the least precise quantity,B,the least number of significant figures among the quantities,A product or quotient is limited to the least number of significant figures among the factors.,Significant-figure rules,Applying the decimal-place (addition) rule to a multiplication.,Medium,30 to 60 seconds,Statement Based,ORIGINAL,CF-65355df1,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0070,11,1,Measurements,Significant Figures,Arithmetic with significant figures,Subtraction decimal places,"The result of 24.36 - 0.0623, to the correct number of decimal places, is",24.2977,24.298,24.3,24.30,D,24.30,"24.36 - 0.0623 = 24.2977. The least precise term 24.36 has two decimal places, so the answer is 24.30.",Difference keeps least decimal places,Retaining the extra decimal places of the more precise term.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-7fba6d7b,3,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0071,11,1,Measurements,Errors in Measurement,Types of error,Absolute error definition,The magnitude of the difference between the true value and a measured value of a quantity is called the,relative error,percentage error,absolute error,random error,C,absolute error,The absolute error in a measurement is the magnitude of the difference between the measured value and the true (mean) value.,Absolute error,Confusing the absolute error (a difference) with the relative error (a ratio).,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-ba9e721e,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0072,11,1,Measurements,Errors in Measurement,Types of error,Relative error definition,The relative error in a measurement is defined as,mean absolute error multiplied by the mean value,mean value divided by the mean absolute error,mean absolute error divided by 100,mean absolute error divided by the mean value,D,mean absolute error divided by the mean value,"Relative error = mean absolute error / mean value, a dimensionless ratio.",Relative error,Inverting the ratio or mixing relative error with percentage error.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-0761f5e1,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0073,11,1,Measurements,Errors in Measurement,Types of error,Percentage error,The percentage error in a measurement is equal to the relative error,divided by 100,multiplied by the mean value,multiplied by 100,added to 100,C,multiplied by 100,"Percentage error is the relative error expressed per hundred, so it equals the relative error times 100.",Percentage error = relative error x 100,Dividing by 100 instead of multiplying.,Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-6ce687fd,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0074,11,1,Measurements,Errors in Measurement,Types of error,Gross error,"Errors that arise from carelessness of the observer, such as misreading a scale, are classified as",systematic errors,random errors,gross errors,least count errors,C,gross errors,"Gross errors are due to human mistakes such as wrong readings or recording, and can be avoided with care.",Classification of errors,Confusing avoidable gross errors with instrument-based systematic errors.,Medium,30 to 60 seconds,Direct Concept,ORIGINAL,CF-f432a67e,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0075,11,1,Measurements,Errors in Measurement,Types of error,Systematic error,A zero error in a screw gauge that shifts every reading by the same amount is an example of a,systematic error,random error,gross error,least count error,A,systematic error,"A constant, repeatable offset such as a zero error is a systematic error and can be corrected by calibration.",Classification of errors,Mistaking a constant instrument offset for a random error.,Medium,30 to 60 seconds,Direct Concept,ORIGINAL,CF-fcc3a5bf,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0076,11,1,Measurements,Errors in Measurement,Reducing errors,Averaging,Random errors in a measurement can be minimised by,taking a large number of readings and averaging them,using a single careful reading,correcting the zero error,choosing an instrument with a larger least count,A,taking a large number of readings and averaging them,"Because random errors are equally likely to be positive or negative, averaging many readings reduces their net effect.",Reducing random errors,Believing zero-error correction removes random rather than systematic error.,Medium,30 to 60 seconds,Direct Concept,ORIGINAL,CF-f55a7ee3,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0077,11,1,Measurements,Errors in Measurement,Least count,Least count meaning,The least count of a measuring instrument is,the smallest measurement that can be made with it,the largest measurement it can display,the average of its scale readings,the zero error of the instrument,A,the smallest measurement that can be made with it,"The least count is the smallest value that an instrument can measure, setting its resolution.",Least count,Confusing the least count with the zero error of the instrument.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-d35eb7e9,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0078,11,1,Measurements,Errors in Measurement,Mean value,Mean of readings,"Five readings of a length are 2.63, 2.65, 2.64, 2.62 and 2.66 cm. The mean value is",2.65 cm,2.63 cm,2.64 cm,2.60 cm,C,2.64 cm,Mean = (2.63 + 2.65 + 2.64 + 2.62 + 2.66)/5 = 13.20/5 = 2.64 cm.,Mean = sum of readings / number of readings,Adding incorrectly or dividing by the wrong count of readings.,Hard,30 to 60 seconds,Numerical,ORIGINAL,CF-a3619a60,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0079,11,1,Measurements,Errors in Measurement,Mean absolute error,Mean absolute error,"For the five readings 2.63, 2.65, 2.64, 2.62 and 2.66 cm with mean 2.64 cm, the mean absolute error is",0.012 cm,0.01 cm,0.02 cm,0.006 cm,A,0.012 cm,"Deviations are 0.01, 0.01, 0.00, 0.02, 0.02; their sum is 0.06 and the mean absolute error is 0.06/5 = 0.012 cm.",Mean absolute error = mean of |deviations|,Taking the maximum deviation instead of the average of the deviations.,Hard,60 to 90 seconds,Multi-Step Numerical,ORIGINAL,CF-6c6dce99,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0080,11,1,Measurements,Errors in Measurement,Percentage error,From relative error,"If the relative error in a measurement is 0.02, the percentage error is",0.02 percent,0.2 percent,2 percent,20 percent,C,2 percent,Percentage error = 0.02 x 100 = 2 percent.,Percentage error = relative error x 100,Misplacing the decimal point when multiplying by 100.,Medium,Under 30 seconds,Formula Based,ORIGINAL,CF-6ce687fd,2,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0081,11,1,Measurements,Errors in Measurement,Propagation of errors,Sum rule,"If Z = A + B, the maximum absolute error in Z is",(delta A) + (delta B),(delta A) - (delta B),(delta A) x (delta B),(delta A)/(delta B),A,(delta A) + (delta B),"For a sum, the maximum absolute error is the sum of the absolute errors: delta Z = delta A + delta B.",Error in a sum,Subtracting errors for A + B instead of adding them.,Medium,Under 30 seconds,Formula Based,ORIGINAL,CF-51ca816f,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0082,11,1,Measurements,Errors in Measurement,Propagation of errors,Difference rule,"If Z = A - B, the maximum absolute error in Z is",(delta A) - (delta B),zero,(delta A) x (delta B),(delta A) + (delta B),D,(delta A) + (delta B),"For a difference, the maximum absolute error is still the sum of the absolute errors: delta Z = delta A + delta B.",Error in a difference,Assuming errors cancel when quantities are subtracted.,Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-025c7345,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0083,11,1,Measurements,Errors in Measurement,Propagation of errors,Product rule,"If Z = A B, the maximum relative error in Z is",(delta A)/A + (delta B)/B,(delta A)/A - (delta B)/B,(delta A)(delta B)/(A B),(delta A + delta B)/(A + B),A,(delta A)/A + (delta B)/B,"For a product, the relative errors add: delta Z / Z = delta A / A + delta B / B.",Error in a product,Adding absolute errors instead of relative errors for a product.,Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-d1e479f5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0084,11,1,Measurements,Errors in Measurement,Propagation of errors,Quotient rule,"If Z = A / B, the maximum relative error in Z is",(delta A)/A - (delta B)/B,(delta A)/A + (delta B)/B,(delta B)/B - (delta A)/A,(delta A)(delta B)/(A B),B,(delta A)/A + (delta B)/B,"For a quotient, the relative errors add: delta Z / Z = delta A / A + delta B / B.",Error in a quotient,Subtracting the relative errors because the quantities are divided.,Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-c3635a58,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-11-CH01-0085,11,1,Measurements,Errors in Measurement,Propagation of errors,Power rule (square),"If Z = A^2, the maximum relative error in Z is",2 (delta A)/A,(delta A)/A,(delta A)/(2A),4 (delta A)/A,A,2 (delta A)/A,"For Z = A^n, delta Z / Z = n (delta A / A). With n = 2 this is 2 (delta A / A).",Error in a power,Forgetting that squaring doubles the relative error.,Hard,30 to 60 seconds,Formula Based,ORIGINAL,CF-3e6b758a,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
